t,red,ir
1766854740.5275335,241555,223412
1766854740.537523,241555,223412
1766854740.5475237,241598,223399
1766854740.5575254,241592,223425
1766854740.568323,241592,223425
1766854740.584337,241592,223425
1766854740.5875306,241628,223402
1766854740.5975525,241582,223423
1766854740.6075342,241582,223423
1766854740.6175241,241582,223423
1766854740.6275249,241656,223418
1766854740.6375349,241361,223327
1766854740.6475198,241361,223327
1766854740.6575568,241361,223327
1766854740.6675487,241562,223381
1766854740.67754,241109,223245
1766854740.6875472,241109,223245
1766854740.6975389,241109,223245
1766854740.7078216,241348,223296
1766854740.7175386,241059,223223
1766854740.7275305,241059,223223
1766854740.7375228,241059,223223
1766854740.7475476,241239,223273
1766854740.7575586,241135,223258
1766854740.7675326,241135,223258
1766854740.7775412,241135,223258
1766854740.7876494,241287,223290
1766854740.7975318,241237,223293
1766854740.8075438,241237,223293
1766854740.8175273,241237,223293
1766854740.8275223,241371,223313
1766854740.8375533,241321,223324
1766854740.8475327,241321,223324
1766854740.857529,241321,223324
1766854740.8675222,241445,223333
1766854740.8775373,241363,223329
1766854740.8875246,241363,223329
1766854740.8975508,241363,223329
1766854740.9075441,241484,223348
1766854740.917544,241370,223336
1766854740.927523,241370,223336
1766854740.9375215,241370,223336
1766854740.947632,241477,223348
1766854740.957991,241372,223341
1766854740.9675434,241372,223341
1766854740.9775422,241372,223341
1766854740.987575,241476,223343
1766854740.9976192,241398,223343
1766854741.00768,241398,223343
1766854741.0175517,241398,223343
1766854741.0275433,241487,223357
1766854741.037544,241428,223360
1766854741.0475507,241428,223360
1766854741.0575294,241428,223360
1766854741.0675242,241539,223359
1766854741.077546,241487,223379
1766854741.0875287,241487,223379
1766854741.0975335,241487,223379
1766854741.1075327,241541,223366
1766854741.1175292,241520,223392
1766854741.1280665,241520,223392
1766854741.1375272,241520,223392
1766854741.1475315,241567,223373
1766854741.1575267,241560,223392
1766854741.16751,241560,223392
1766854741.1775064,241560,223392
1766854741.187507,241605,223384
1766854741.1975062,241569,223406
1766854741.2075143,241569,223406
1766854741.2175167,241569,223406
1766854741.227511,241633,223380
1766854741.2375226,241588,223410
1766854741.2475061,241588,223410
1766854741.2575173,241588,223410
1766854741.2675133,241650,223397
1766854741.2775292,241431,223355
1766854741.287509,241431,223355
1766854741.2975254,241431,223355
1766854741.3075228,241508,223332
1766854741.317508,241218,223268
1766854741.327505,241218,223268
1766854741.3375041,241218,223268
1766854741.3475032,241280,223252
1766854741.3575058,241159,223250
1766854741.3675053,241159,223250
1766854741.377507,241159,223250
1766854741.387505,241180,223227
1766854741.3975046,241286,223279
1766854741.407506,241286,223279
1766854741.4175048,241286,223279
1766854741.4275048,241222,223244
1766854741.4375038,241237,223304
1766854741.447526,241237,223304
1766854741.457529,241237,223304
1766854741.4675112,241298,223271
1766854741.477537,241211,223324
1766854741.488224,241211,223324
1766854741.497518,241211,223324
1766854741.5075321,241372,223297
1766854741.5175269,241324,223347
1766854741.528126,241324,223347
1766854741.53754,241324,223347
1766854741.5475254,241421,223324
1766854741.5575066,241413,223448
1766854741.5675027,241413,223448
1766854741.5775054,241413,223448
1766854741.5875084,241410,223322
1766854741.5975049,241419,223345
1766854741.6075108,241419,223345
1766854741.6175096,241419,223345
1766854741.6275058,241410,223313
1766854741.6375043,241417,223384
1766854741.6475043,241417,223384
1766854741.6575458,241417,223384
1766854741.6675317,241425,223312
1766854741.6775196,241510,223271
1766854741.6875072,241510,223271
1766854741.6975052,241510,223271
1766854741.707524,241465,223323
1766854741.7175088,241562,223376
1766854741.7275114,241562,223376
1766854741.7375228,241562,223376
1766854741.7476552,241590,223333
1766854741.7575197,241581,223390
1766854741.7675204,241581,223390
1766854741.7775218,241581,223390
1766854741.787509,241548,223344
1766854741.7975266,241598,223399
1766854741.8075154,241598,223399
1766854741.8175187,241598,223399
1766854741.827525,241461,223343
1766854741.837528,241628,223402
1766854741.8475227,241628,223402
1766854741.8575404,241628,223402
1766854741.8684316,241450,223340
1766854741.8775208,241656,223418
1766854741.887848,241656,223418
1766854741.8975232,241656,223418
1766854741.9075196,241565,223369
1766854741.9175096,241562,223381
1766854741.9275212,241562,223381
1766854741.937509,241562,223381
1766854741.9475372,241401,223386
1766854741.9575083,241348,223296
1766854741.9675057,241348,223296
1766854741.9775047,241348,223296
1766854741.987539,241156,223173
1766854741.997508,241239,223273
1766854742.0075095,241239,223273
1766854742.01752,241239,223273
1766854742.0275056,241287,223290
1766854742.0375059,241287,223290
1766854742.0475059,241287,223290
1766854742.0575066,241287,223290
1766854742.0675044,241371,223313
1766854742.077506,241371,223313
1766854742.0875316,241371,223313
1766854742.0975144,241238,223214
1766854742.1075208,241445,223333
1766854742.1175194,241445,223333
1766854742.1275208,241445,223333
1766854742.1375265,241316,223256
1766854742.1475105,241484,223348
1766854742.1575072,241484,223348
1766854742.1675048,241484,223348
1766854742.177514,241343,223257
1766854742.1875093,241477,223348
1766854742.197506,241477,223348
1766854742.2075152,241477,223348
1766854742.2175174,241349,223270
1766854742.2275188,241476,223343
1766854742.2375202,241476,223343
1766854742.2487633,241476,223343
1766854742.257525,241343,223268
1766854742.2676003,241487,223357
1766854742.2775114,241487,223357
1766854742.2875078,241487,223357
1766854742.2975075,241372,223266
1766854742.3075128,241539,223359
1766854742.3175125,241539,223359
1766854742.3275268,241539,223359
1766854742.3375223,241400,223281
1766854742.3475075,241541,223366
1766854742.3575099,241541,223366
1766854742.3675077,241541,223366
1766854742.3775196,241457,223292
1766854742.3875532,241567,223373
1766854742.397533,241567,223373
1766854742.4075186,241567,223373
1766854742.4178777,241487,223302
1766854742.4275198,241605,223384
1766854742.4375224,241605,223384
1766854742.447506,241605,223384
1766854742.4575138,241506,223309
1766854742.4675052,241633,223380
1766854742.4775116,241633,223380
1766854742.4875066,241633,223380
1766854742.4975069,241530,223320
1766854742.5075052,241650,223397
1766854742.5175204,241650,223397
1766854742.5275233,241650,223397
1766854742.5375082,241535,223317
1766854742.5475214,241508,223332
1766854742.5575113,241508,223332
1766854742.5675068,241508,223332
1766854742.5775344,241336,223244
1766854742.587528,241280,223252
1766854742.5975673,241280,223252
1766854742.6076515,241280,223252
1766854742.6175232,241094,223151
1766854742.627519,241180,223227
1766854742.6375268,241180,223227
1766854742.6475325,241180,223227
1766854742.6575356,241015,223121
1766854742.6675038,241222,223244
1766854742.6775248,241222,223244
1766854742.68751,241222,223244
1766854742.697506,241068,223140
1766854742.7075133,241298,223271
1766854742.7175086,241298,223271
1766854742.7275085,241298,223271
1766854742.7374897,241168,223186
1766854742.7475061,241372,223297
1766854742.7575078,241372,223297
1766854742.7675047,241372,223297
1766854742.777505,241254,223222
1766854742.787511,241421,223324
1766854742.7976,241421,223324
1766854742.807511,241421,223324
1766854742.8175075,241312,223226
1766854742.827507,241410,223322
1766854742.837536,241410,223322
1766854742.8475382,241410,223322
1766854742.8575099,241318,223241
1766854742.8675208,241410,223313
1766854742.8787124,241410,223313
1766854742.8875117,241410,223313
1766854742.8975222,241336,223242
1766854742.9075246,241425,223312
1766854742.91751,241425,223312
1766854742.9275074,241425,223312
1766854742.937512,241362,223257
1766854742.9475074,241465,223323
1766854742.9575067,241465,223323
1766854742.967569,241465,223323
1766854742.9775276,241397,223261
1766854742.987523,241590,223333
1766854742.997516,241590,223333
1766854743.0086231,241590,223333
1766854743.017527,241439,223280
1766854743.0275404,241548,223344
1766854743.0375316,241548,223344
1766854743.0475612,241548,223344
1766854743.0575242,241487,223297
1766854743.0675104,241461,223343
1766854743.077506,241461,223343
1766854743.0875072,241461,223343
1766854743.0975053,241510,223293
1766854743.1075063,241450,223340
1766854743.117506,241450,223340
1766854743.1275053,241450,223340
1766854743.137524,241541,223308
1766854743.1475067,241565,223369
1766854743.1578717,241565,223369
1766854743.167507,241565,223369
1766854743.1775215,241558,223310
1766854743.1875067,241401,223386
1766854743.1975057,241401,223386
1766854743.2075095,241401,223386
1766854743.2175097,241400,223245
1766854743.227519,241156,223173
1766854743.2375245,241156,223173
1766854743.2475107,241156,223173
1766854743.2575052,241171,223160
1766854743.2675073,241104,223073
1766854743.2775044,241104,223073
1766854743.2875214,241104,223073
1766854743.297524,241086,223141
1766854743.3075216,241163,223113
1766854743.31751,241163,223113
1766854743.3275044,241163,223113
1766854743.3375072,241144,223174
1766854743.347525,241238,223214
1766854743.3575222,241238,223214
1766854743.367524,241238,223214
1766854743.3792317,241297,223199
1766854743.3875191,241316,223256
1766854743.3975406,241316,223256
1766854743.4075093,241316,223256
1766854743.417512,241280,223203
1766854743.427507,241343,223257
1766854743.4375129,241343,223257
1766854743.4475062,241343,223257
1766854743.4575064,241290,223247
1766854743.467505,241349,223270
1766854743.4775064,241349,223270
1766854743.4875054,241349,223270
1766854743.4975061,241201,223241
1766854743.5077853,241343,223268
1766854743.5175235,241343,223268
1766854743.5275068,241343,223268
1766854743.5375144,241333,223319
1766854743.5475106,241372,223266
1766854743.5575054,241372,223266
1766854743.5675116,241372,223266
1766854743.5775056,241396,223340
1766854743.5875041,241400,223281
1766854743.5975266,241400,223281
1766854743.6075068,241400,223281
1766854743.617526,241440,223226
1766854743.6275272,241457,223292
1766854743.6375074,241457,223292
1766854743.6475222,241457,223292
1766854743.6575425,241487,223302
1766854743.6675143,241487,223302
1766854743.6775248,241487,223302
1766854743.68751,241487,223225
1766854743.6975095,241506,223309
1766854743.7075038,241506,223309
1766854743.7175243,241506,223309
1766854743.727512,241543,223273
1766854743.7375238,241530,223320
1766854743.7475088,241530,223320
1766854743.7575212,241530,223320
1766854743.7675192,241576,223296
1766854743.778027,241535,223317
1766854743.7875237,241535,223317
1766854743.7975261,241535,223317
1766854743.8075287,241579,223298
1766854743.8175223,241336,223244
1766854743.827508,241336,223244
1766854743.8375099,241336,223244
1766854743.847508,241468,223240
1766854743.8575072,241094,223151
1766854743.8675086,241094,223151
1766854743.877508,241094,223151
1766854743.8875062,241253,223181
1766854743.8975205,241015,223121
1766854743.9075289,241015,223121
1766854743.9175332,241015,223121
1766854743.927517,241168,223142
1766854743.9375193,241068,223140
1766854743.9475193,241068,223140
1766854743.9575083,241068,223140
1766854743.9675074,241213,223172
1766854743.9775121,241168,223186
1766854743.9875164,241168,223186
1766854743.9975073,241168,223186
1766854744.0075083,241300,223209
1766854744.017507,241254,223222
1766854744.0275068,241254,223222
1766854744.0375059,241254,223222
1766854744.0475233,241365,223227
1766854744.057509,241312,223226
1766854744.0675132,241312,223226
1766854744.0775063,241312,223226
1766854744.0875032,241403,223228
1766854744.0975056,241318,223241
1766854744.1075168,241318,223241
1766854744.117512,241318,223241
1766854744.1275065,241407,223243
1766854744.1375055,241336,223242
1766854744.1475062,241336,223242
1766854744.1575315,241336,223242
1766854744.167527,241391,223234
1766854744.1775138,241362,223257
1766854744.1881485,241362,223257
1766854744.1975212,241362,223257
1766854744.2075331,241404,223231
1766854744.2175107,241397,223261
1766854744.2275229,241397,223261
1766854744.2375095,241397,223261
1766854744.2475133,241452,223254
1766854744.2575092,241439,223280
1766854744.267506,241439,223280
1766854744.2775102,241439,223280
1766854744.2875087,241471,223259
1766854744.297506,241487,223297
1766854744.3075068,241487,223297
1766854744.3175087,241487,223297
1766854744.3275251,241514,223276
1766854744.3375087,241510,223293
1766854744.3475542,241510,223293
1766854744.3575287,241510,223293
1766854744.36751,241515,223274
1766854744.377524,241541,223308
1766854744.3885815,241541,223308
1766854744.3975768,241541,223308
1766854744.4075115,241547,223280
1766854744.4175124,241558,223310
1766854744.4275079,241558,223310
1766854744.4375072,241558,223310
1766854744.447496,241556,223284
1766854744.4575086,241400,223245
1766854744.4675055,241400,223245
1766854744.4775193,241400,223245
1766854744.4875252,241411,223231
1766854744.4975293,241171,223160
1766854744.5075238,241171,223160
1766854744.5176494,241171,223160
1766854744.5275233,241190,223154
1766854744.5375082,241086,223141
1766854744.5475128,241086,223141
1766854744.559058,241086,223141
1766854744.5675194,241103,223116
1766854744.57752,241144,223174
1766854744.5875123,241144,223174
1766854744.5975065,241144,223174
1766854744.6075053,241154,223144
1766854744.6175132,241297,223199
1766854744.6275427,241297,223199
1766854744.6375215,241297,223199
1766854744.647534,241241,223173
1766854744.6575348,241280,223203
1766854744.6675284,241280,223203
1766854744.6775253,241280,223203
1766854744.6875052,241312,223201
1766854744.697507,241290,223247
1766854744.7075043,241290,223247
1766854744.717511,241290,223247
1766854744.7275116,241344,223209
1766854744.7375102,241201,223241
1766854744.747507,241201,223241
1766854744.7575047,241201,223241
1766854744.7675395,241334,223199
1766854744.7775197,241333,223319
1766854744.7875214,241333,223319
1766854744.7975662,241333,223319
1766854744.8075292,241326,223194
1766854744.817519,241396,223340
1766854744.8275054,241396,223340
1766854744.8375046,241396,223340
1766854744.8475072,241349,223206
1766854744.8575778,241440,223226
1766854744.8675077,241440,223226
1766854744.8775053,241440,223226
1766854744.8875043,241394,223220
1766854744.897513,241480,223162
1766854744.9079409,241480,223162
1766854744.9175286,241480,223162
1766854744.9275296,241447,223227
1766854744.9375248,241513,223225
1766854744.947526,241513,223225
1766854744.9576335,241513,223225
1766854744.9675076,241493,223227
1766854744.9775057,241543,223273
1766854744.987517,241543,223273
1766854744.9975135,241543,223273
1766854745.0075057,241524,223236
1766854745.017507,241576,223296
1766854745.027506,241576,223296
1766854745.037506,241576,223296
1766854745.0475059,241393,223239
1766854745.0575054,241579,223298
1766854745.0675046,241579,223298
1766854745.0775201,241579,223298
1766854745.0875087,241351,223243
1766854745.0975058,241468,223240
1766854745.1075258,241468,223240
1766854745.1175227,241468,223240
1766854745.12752,241226,223230
1766854745.1375153,241253,223181
1766854745.1475093,241253,223181
1766854745.1575055,241253,223181
1766854745.1675048,241064,223150
1766854745.1775098,241168,223142
1766854745.1875508,241168,223142
1766854745.1975083,241168,223142
1766854745.2075043,240995,223110
1766854745.2175055,241213,223172
1766854745.227505,241213,223172
1766854745.2375238,241213,223172
1766854745.2475078,241213,223172
1766854745.2575219,241300,223209
1766854745.2675066,241300,223209
1766854745.277506,241300,223209
1766854745.2875326,241365,223227
1766854745.297528,241365,223227
1766854745.3075151,241365,223227
1766854745.318816,241217,223120
1766854745.3275487,241403,223228
1766854745.3375163,241403,223228
1766854745.3475056,241403,223228
1766854745.3575056,241252,223159
1766854745.367509,241407,223243
1766854745.3775127,241407,223243
1766854745.3875067,241407,223243
1766854745.3975065,241260,223152
1766854745.4075038,241391,223234
1766854745.417504,241391,223234
1766854745.4275045,241391,223234
1766854745.4375043,241258,223177
1766854745.4475176,241404,223231
1766854745.45751,241404,223231
1766854745.4675062,241404,223231
1766854745.4775057,241289,223170
1766854745.487505,241452,223254
1766854745.497505,241452,223254
1766854745.507598,241452,223254
1766854745.5175102,241342,223178
1766854745.5275161,241471,223259
1766854745.5375245,241471,223259
1766854745.5475216,241471,223259
1766854745.5575101,241363,223190
1766854745.56825,241514,223276
1766854745.5776482,241514,223276
1766854745.5875576,241514,223276
1766854745.5976033,241388,223199
1766854745.6075494,241515,223274
1766854745.6175277,241515,223274
1766854745.6275277,241515,223274
1766854745.6375318,241408,223207
1766854745.6475534,241547,223280
1766854745.6575577,241547,223280
1766854745.6675272,241547,223280
1766854745.6775298,241434,223208
1766854745.6875093,241556,223284
1766854745.6994667,241556,223284
1766854745.7075396,241556,223284
1766854745.717576,241436,223204
1766854745.7275422,241411,223231
1766854745.7375455,241411,223231
1766854745.7475276,241411,223231
1766854745.757528,241242,223125
1766854745.7675312,241190,223154
1766854745.777506,241190,223154
1766854745.7875078,241190,223154
1766854745.7975044,240975,223029
1766854745.8075078,241103,223116
1766854745.8175056,241103,223116
1766854745.8275144,241103,223116
1766854745.8375156,240886,222997
1766854745.8475075,241154,223144
1766854745.8575044,241154,223144
1766854745.8675048,241154,223144
1766854745.8775032,240937,223021
1766854745.887504,241241,223173
1766854745.8975053,241241,223173
1766854745.9075034,241241,223173
1766854745.917505,241040,223059
1766854745.9275317,241312,223201
1766854745.9375162,241312,223201
1766854745.9475505,241312,223201
1766854745.9575186,241129,223097
1766854745.9675186,241344,223209
1766854745.9775114,241344,223209
1766854745.9875066,241344,223209
1766854745.9975111,241174,223106
1766854746.0075336,241334,223199
1766854746.0175276,241334,223199
1766854746.027522,241334,223199
1766854746.037542,241193,223110
1766854746.0475316,241326,223194
1766854746.0593529,241326,223194
1766854746.067544,241326,223194
1766854746.0775464,241198,223116
1766854746.0875459,241349,223206
1766854746.097524,241349,223206
1766854746.10752,241349,223206
1766854746.117526,241243,223120
1766854746.127594,241394,223220
1766854746.1375186,241394,223220
1766854746.1475222,241394,223220
1766854746.1575196,241283,223146
1766854746.16752,241447,223227
1766854746.1775358,241447,223227
1766854746.189513,241447,223227
1766854746.1979012,241321,223152
1766854746.2092173,241493,223227
1766854746.2175467,241493,223227
1766854746.227618,241493,223227
1766854746.237533,241343,223159
1766854746.2475212,241524,223236
1766854746.2575214,241524,223236
1766854746.2675142,241524,223236
1766854746.277515,241375,223173
1766854746.2875152,241393,223239
1766854746.2975173,241393,223239
1766854746.3075166,241393,223239
1766854746.31752,241408,223177
1766854746.3275325,241351,223243
1766854746.3375309,241351,223243
1766854746.3475604,241351,223243
1766854746.3575315,241430,223187
1766854746.3675497,241226,223230
1766854746.3775063,241226,223230
1766854746.387525,241226,223230
1766854746.3975236,241291,223129
1766854746.4075274,241064,223150
1766854746.4175253,241064,223150
1766854746.427526,241064,223150
1766854746.4375305,241019,223026
1766854746.4475303,240995,223110
1766854746.457556,240995,223110
1766854746.4675317,240995,223110
1766854746.4775243,240894,222984
1766854746.4875383,241213,223172
1766854746.497526,241213,223172
1766854746.5075288,241213,223172
1766854746.5175273,240932,223007
1766854746.5275533,241135,223008
1766854746.5375588,241135,223008
1766854746.5475404,241135,223008
1766854746.564234,241045,223042
1766854746.5675454,241217,223120
1766854746.5775409,241217,223120
1766854746.58753,241217,223120
1766854746.5975485,241193,223075
1766854746.6075444,241252,223159
1766854746.6175392,241252,223159
1766854746.6275346,241252,223159
1766854746.6375415,241224,223091
1766854746.6475232,241260,223152
1766854746.6630332,241260,223152
1766854746.667568,241260,223152
1766854746.6775575,241144,223092
1766854746.6875532,241258,223177
1766854746.6975493,241258,223177
1766854746.7077324,241258,223177
1766854746.7175348,241080,223123
1766854746.7275288,241289,223170
1766854746.7375119,241289,223170
1766854746.7475066,241289,223170
1766854746.757519,241129,223145
1766854746.7675087,241342,223178
1766854746.7775152,241342,223178
1766854746.7875423,241342,223178
1766854746.7975194,241247,223187
1766854746.8075247,241363,223190
1766854746.8175232,241363,223190
1766854746.8275235,241363,223190
1766854746.8375092,241308,223138
1766854746.8474789,241388,223199
1766854746.8575132,241388,223199
1766854746.8675056,241388,223199
1766854746.877514,241388,223199
1766854746.8875225,241408,223207
1766854746.8975112,241408,223207
1766854746.9075193,241408,223207
1766854746.9175057,241434,223208
1766854746.9275079,241434,223208
1766854746.9375215,241434,223208
1766854746.9475086,241393,223130
1766854746.9575093,241436,223204
1766854746.9675055,241436,223204
1766854746.977505,241436,223204
1766854746.987506,241432,223161
1766854746.9975214,241242,223125
1766854747.0075264,241242,223125
1766854747.0177546,241242,223125
1766854747.0275185,241395,223153
1766854747.037516,240975,223029
1766854747.0475056,240975,223029
1766854747.0575109,240975,223029
1766854747.0675058,241201,223088
1766854747.0775075,240886,222997
1766854747.087505,240886,222997
1766854747.0975037,240886,222997
1766854747.1075048,241039,223023
1766854747.117505,240937,223021
1766854747.1275053,240937,223021
1766854747.1375208,240937,223021
1766854747.1475413,241021,223029
1766854747.1575212,241040,223059
1766854747.1675305,241040,223059
1766854747.177507,241040,223059
1766854747.1875052,241087,223057
1766854747.1975117,241129,223097
1766854747.207507,241129,223097
1766854747.2175078,241129,223097
1766854747.2275057,241182,223083
1766854747.2375119,241174,223106
1766854747.2475154,241174,223106
1766854747.257508,241174,223106
1766854747.2675138,241268,223105
1766854747.277507,241193,223110
1766854747.2875123,241193,223110
1766854747.2975903,241193,223110
1766854747.3075504,241292,223120
1766854747.3175628,241198,223116
1766854747.3275235,241198,223116
1766854747.337524,241198,223116
1766854747.3475046,241293,223120
1766854747.3575196,241243,223120
1766854747.3675046,241243,223120
1766854747.3775098,241243,223120
1766854747.3875198,241305,223122
1766854747.3975127,241283,223146
1766854747.4075058,241283,223146
1766854747.417508,241283,223146
1766854747.4275212,241324,223124
1766854747.4375498,241321,223152
1766854747.4475083,241321,223152
1766854747.4575055,241321,223152
1766854747.4675047,241363,223146
1766854747.4775045,241343,223159
1766854747.4875047,241343,223159
1766854747.4975095,241343,223159
1766854747.5075057,241403,223151
1766854747.5175045,241375,223173
1766854747.5275166,241375,223173
1766854747.5375717,241375,223173
1766854747.547564,241435,223156
1766854747.5591404,241408,223177
1766854747.5675209,241408,223177
1766854747.577528,241408,223177
1766854747.5875063,241435,223157
1766854747.5975034,241430,223187
1766854747.6075768,241430,223187
1766854747.6175175,241430,223187
1766854747.6275067,241479,223179
1766854747.637515,241291,223129
1766854747.6475058,241291,223129
1766854747.6575282,241291,223129
1766854747.6675265,241477,223170
1766854747.6775215,241019,223026
1766854747.6875114,241019,223026
1766854747.697511,241019,223026
1766854747.7075062,241288,223103
1766854747.7175074,240894,222984
1766854747.7275257,240894,222984
1766854747.737525,240894,222984
1766854747.7475078,241061,223019
1766854747.7575064,240932,223007
1766854747.767522,240932,223007
1766854747.7775168,240932,223007
1766854747.7875223,240991,222989
1766854747.797542,241045,223042
1766854747.807522,241045,223042
1766854747.817512,241045,223042
1766854747.8275263,241035,223010
1766854747.837512,241193,223075
1766854747.8475068,241193,223075
1766854747.8575232,241193,223075
1766854747.8675365,241099,223034
1766854747.877525,241224,223091
1766854747.8875303,241224,223091
1766854747.8975883,241224,223091
1766854747.907531,241177,223055
1766854747.9175286,241144,223092
1766854747.9282973,241144,223092
1766854747.9375317,241144,223092
1766854747.9475284,241204,223080
1766854747.9575078,241080,223123
1766854747.967503,241080,223123
1766854747.9775064,241080,223123
1766854747.9875124,241195,223069
1766854747.9975073,241129,223145
1766854748.0075238,241129,223145
1766854748.0175087,241129,223145
1766854748.027522,241185,223069
1766854748.0375073,241247,223187
1766854748.0475056,241247,223187
1766854748.0575042,241247,223187
1766854748.0675368,241201,223066
1766854748.0775278,241308,223138
1766854748.0875075,241308,223138
1766854748.097504,241308,223138
1766854748.1075068,241231,223084
1766854748.117504,241388,223199
1766854748.1275048,241388,223199
1766854748.137504,241388,223199
1766854748.147522,241278,223095
1766854748.1575062,241366,223057
1766854748.1675074,241366,223057
1766854748.1775045,241366,223057
1766854748.1875045,241297,223107
1766854748.1975043,241393,223130
1766854748.2075138,241393,223130
1766854748.217507,241393,223130
1766854748.2279503,241353,223105
1766854748.2375493,241432,223161
1766854748.247531,241432,223161
1766854748.2575078,241432,223161
1766854748.2675223,241356,223116
1766854748.2775161,241395,223153
1766854748.28752,241395,223153
1766854748.2975345,241395,223153
1766854748.3075216,241304,223131
1766854748.317539,241201,223088
1766854748.3275254,241201,223088
1766854748.3375084,241201,223088
1766854748.3475041,241041,223064
1766854748.3575118,241039,223023
1766854748.3675072,241039,223023
1766854748.3775065,241039,223023
1766854748.3875048,240829,222968
1766854748.3975055,241021,223029
1766854748.4075058,241021,223029
1766854748.4175074,241021,223029
1766854748.4275146,240802,222988
1766854748.4375236,241087,223057
1766854748.4475105,241087,223057
1766854748.4575057,241087,223057
1766854748.4675047,240865,222948
1766854748.477509,241182,223083
1766854748.4875069,241182,223083
1766854748.4975076,241182,223083
1766854748.5075052,241182,223083
1766854748.5175085,241268,223105
1766854748.5275457,241268,223105
1766854748.5375297,241268,223105
1766854748.5475237,241292,223120
1766854748.5575314,241292,223120
1766854748.5675223,241292,223120
1766854748.5775213,241085,222994
1766854748.5875118,241293,223120
1766854748.5975192,241293,223120
1766854748.607523,241293,223120
1766854748.617515,241108,223021
1766854748.6275082,241305,223122
1766854748.637508,241305,223122
1766854748.6475058,241305,223122
1766854748.6575396,241114,223015
1766854748.6675367,241324,223124
1766854748.6775513,241324,223124
1766854748.687539,241324,223124
1766854748.6975248,241131,223027
1766854748.707529,241363,223146
1766854748.7175083,241363,223146
1766854748.7275066,241363,223146
1766854748.7375073,241170,223037
1766854748.7475111,241403,223151
1766854748.7575064,241403,223151
1766854748.7675054,241403,223151
1766854748.7775047,241227,223053
1766854748.7875056,241435,223156
1766854748.7975066,241435,223156
1766854748.8075063,241435,223156
1766854748.8175187,241253,223066
1766854748.8275259,241435,223157
1766854748.8375132,241435,223157
1766854748.8475087,241435,223157
1766854748.8575063,241271,223071
1766854748.8675063,241479,223179
1766854748.8775032,241479,223179
1766854748.8875284,241479,223179
1766854748.8975132,241308,223072
1766854748.9075062,241477,223170
1766854748.9175112,241477,223170
1766854748.9279156,241477,223170
1766854748.937519,241346,223079
1766854748.9475243,241288,223103
1766854748.957507,241288,223103
1766854748.9675045,241288,223103
1766854748.9775035,241238,223051
1766854748.9875126,241061,223019
1766854748.9975278,241061,223019
1766854749.007507,241061,223019
1766854749.0175056,240941,222917
1766854749.027506,240991,222989
1766854749.0375235,240991,222989
1766854749.0475056,240991,222989
1766854749.0575294,240750,222860
1766854749.0675209,241035,223010
1766854749.0782206,241035,223010
1766854749.087515,241035,223010
1766854749.097525,240757,222870
1766854749.107518,241099,223034
1766854749.1175184,241099,223034
1766854749.1275127,241099,223034
1766854749.137511,240863,222895
1766854749.147596,241177,223055
1766854749.1575072,241177,223055
1766854749.167506,241177,223055
1766854749.177506,240958,222941
1766854749.1875045,241204,223080
1766854749.197506,241204,223080
1766854749.2075136,241204,223080
1766854749.2175112,241027,222959
1766854749.2275262,241195,223069
1766854749.2375114,241195,223069
1766854749.2475076,241195,223069
1766854749.257514,241048,222968
1766854749.2675087,241185,223069
1766854749.2775073,241185,223069
1766854749.2875078,241185,223069
1766854749.297539,241060,222962
1766854749.307511,241201,223066
1766854749.3175175,241201,223066
1766854749.3275137,241201,223066
1766854749.3375447,241069,222974
1766854749.347531,241231,223084
1766854749.3575127,241231,223084
1766854749.3675103,241231,223084
1766854749.3774896,241115,222993
1766854749.3875132,241278,223095
1766854749.3975081,241278,223095
1766854749.4075058,241278,223095
1766854749.417523,241161,223003
1766854749.427509,241297,223107
1766854749.437504,241297,223107
1766854749.4475071,241297,223107
1766854749.4575055,241208,223021
1766854749.4675236,241353,223105
1766854749.477509,241353,223105
1766854749.4875052,241353,223105
1766854749.4974873,241224,223020
1766854749.507507,241356,223116
1766854749.5175068,241356,223116
1766854749.5275087,241356,223116
1766854749.5375059,241258,223023
1766854749.5475118,241304,223131
1766854749.5575285,241304,223131
1766854749.5675118,241304,223131
1766854749.5775065,241289,223027
1766854749.58753,241041,223064
1766854749.5975063,241041,223064
1766854749.6075096,241041,223064
1766854749.617529,241284,223041
1766854749.627519,240829,222968
1766854749.6375566,240829,222968
1766854749.647525,240829,222968
1766854749.6575344,241050,222937
1766854749.6675303,240802,222988
1766854749.6775246,240802,222988
1766854749.6875103,240802,222988
1766854749.697505,240783,222853
1766854749.7075064,240865,222948
1766854749.7175064,240865,222948
1766854749.7275143,240865,222948
1766854749.7375083,240729,222823
1766854749.7475069,241182,223083
1766854749.7575054,241182,223083
1766854749.767505,241182,223083
1766854749.7775128,240786,222851
1766854749.787517,241056,222901
1766854749.7975218,241056,222901
1766854749.8075411,241056,222901
1766854749.8175092,240884,222888
1766854749.8275056,241085,222994
1766854749.8375034,241085,222994
1766854749.8475041,241085,222994
1766854749.8575046,241028,222915
1766854749.8675077,241108,223021
1766854749.8775058,241108,223021
1766854749.8875113,241108,223021
1766854749.8975065,241111,222939
1766854749.907504,241114,223015
1766854749.917504,241114,223015
1766854749.9275205,241114,223015
1766854749.9375072,240992,222933
1766854749.9475114,241131,223027
1766854749.9575155,241131,223027
1766854749.9675198,241131,223027
1766854749.977522,240914,222940
1766854749.987524,241170,223037
